id,firstname,lastname,phonenum
4884,Noa,Barak,057-4542258
4885,Naama,Paz,058-9185785
4886,Yossi,Tzur,055-1393738
4887,Lior,Yosef,054-1545157
4888,Ido,Mendel,055-9105930
4889,Efrat,Mizrahi,056-8150657
4890,Nitzan,Klein,055-9192833
4891,Amit,Lavi,056-7353667
4892,Shaked,Barak,052-8289026
4893,Erez,Eliav,054-8830192
4894,Liat,Shalom,054-2921167
4895,Yonatan,Klein,057-3582890
4896,Shani,Levi,054-3274812
4897,Erez,Lavi,059-9089543
4898,Itay,Cohen,056-8289967
4899,Itay,Paz,056-5091990
4900,David,Biton,059-8411140
4901,Roni,Mizrahi,054-6002689
4902,Avi,Vardi,056-2363152
4903,Shani,Navon,051-6025245
4904,Omer,Harel,057-7246358
4905,Itay,Levi,057-2882809
4906,Ariel,Eliav,057-7686708
4907,Maya,Ben-David,051-1041000
4908,Noa,Tzur,059-5749112
4909,Eitan,Vardi,055-4331801
4910,Amit,Eliav,059-8898446
4911,Shira,Zohar,058-7615918
4912,Yael,Paz,050-8975975
4913,Roni,Mizrahi,059-2262565
4914,Shira,Golan,051-9058111
4915,Sarit,Alon,057-5215690
4916,Moran,Golan,057-6559231
4917,Nitzan,Mizrahi,059-1116850
4918,Yosef,Ben-David,055-7655708
4919,Noa,Mendel,059-7045708
4920,Dafna,Navon,050-3228793
4921,Eitan,Zohar,052-3246413
4922,Itay,Oren,059-2805268
4923,Eitan,Friedman,054-8118882
4924,Maya,Levi,058-6480952
4925,Gal,Cohen,058-5625205
4926,Shaked,Lavi,053-1984693
4927,Sarit,Levi,056-9189321
4928,Roni,Golan,054-7403320
4929,Eitan,Oren,056-9963189
4930,Ariel,Vardi,053-3969852
4931,Erez,Sasson,054-5645619
4932,Sarit,Paz,051-4703147
4933,Rivka,Azulay,055-3108833
4934,Yarden,Yosef,054-1408031
4935,Naama,Peretz,052-5350366
4936,Tamar,Azulay,051-7339581
4937,Rotem,Cohen,054-4945533
4938,Sarit,Navon,052-5104043
4939,Alon,Katz,053-7664891
4940,Yair,Mizrahi,051-7068807
4941,Talia,Zohar,050-5110663
4942,Roni,Ben-David,059-9665738
4943,Yosef,Weiss,055-9021941
4944,Daniel,Vardi,051-6769323
4945,Shlomi,Tzur,050-5892188
4946,Noga,Lavi,057-8089955
4947,Moran,Biton,050-5660007
4948,David,Levi,054-4428915
4949,Tamar,Mizrahi,057-8674700
4950,Amit,Friedman,056-4072823
4951,Nitzan,Cohen,055-1969042
4952,Roni,Klein,050-1545222
4953,Efrat,Friedman,055-9098777
4954,Talia,Alon,056-9857020
4955,David,Harel,051-2130333
4956,Yael,Cohen,059-2797289
4957,Erez,Harel,055-9281698
4958,Or,Klein,053-1991028
4959,Eden,Biton,055-9262049
4960,Hadar,Tzur,058-5621809
4961,Ariel,Katz,052-6958911
4962,Amit,Klein,055-6554103
4963,Hila,Eliav,059-9091605
4964,David,Yosef,059-6135193
4965,Nitzan,Tzur,058-7660475
4966,Yonatan,Mendel,059-9716423
4967,Alon,Golan,051-6063776
4968,Yossi,Friedman,059-6280615
4969,Ariel,Golan,055-7489520
4970,Yossi,Regev,056-9913480
4971,Liat,Zohar,053-9399013
4972,Nitzan,Levi,056-5384368
4973,Nadav,Ben-David,055-1673954
4974,Hadar,Barak,050-7566362
4975,Yael,Friedman,052-7609287
4976,Rivka,Alon,052-2935353
4977,Yonatan,Peretz,058-6655416
4978,Oren,Biton,057-8761824
4979,Shira,Oren,050-5168097
4980,Shira,Azulay,055-8266953
4981,Efrat,Weiss,053-8189421
4982,Dafna,Mendel,051-5020557
4983,Avi,Mizrahi,053-8095156
4984,Hila,Barak,055-8198147
4985,Or,Ben-David,059-1939716
4986,Shani,Klein,050-6466121
4987,Gilad,Lavi,058-6878406
4988,Maya,Navon,050-3670894
4989,Dafna,Barak,050-3749539
4990,Roni,Yosef,051-3941230
4991,Yair,Golan,058-5433553
4992,Yonatan,Friedman,059-6622480
4993,Eitan,Azulay,055-2558680
4994,Yarden,Oren,057-8875513
4995,Sarit,Navon,055-2115198
4996,Avi,Mizrahi,058-5953505
4997,Tamar,Lavi,058-1897160
4998,Dafna,Mendel,051-4981793
4999,Dafna,Alon,057-1321420
5000,Shani,Sasson,050-8332781
5001,Talia,Weiss,057-2820365
5002,Dafna,Navon,058-5999487
5003,Shlomi,Paz,054-1067672
5004,Naama,Navon,051-3672824
5005,Shlomi,Cohen,053-5673264
5006,Maya,Yosef,057-7390962
5007,Or,Katz,059-4829977
5008,Dafna,Mizrahi,051-6780833
5009,Tamar,Sasson,059-6318094
5010,Erez,Regev,055-6269636
5011,Yossi,Mendel,053-2557177
5012,Rivka,Navon,055-3197844
5013,Sarit,Weiss,055-2376511
5014,Tamar,Mizrahi,052-9869866
5015,Roni,Golan,053-5104976
5016,Eden,Biton,054-8088155
5017,Yair,Harel,055-1669384
5018,Moran,Ben-David,051-2826731
5019,Noa,Levi,056-2395044
5020,Yael,Tzur,050-3093862
5021,Erez,Peretz,053-5020089
5022,Noga,Eliav,057-7112936
5023,Daniel,Azulay,055-1951038
5024,Shlomi,Tzur,053-3903920
5025,Tamar,Barak,054-3347307
5026,Oren,Alon,050-6134399
5027,Rivka,Ben-David,059-3454335
5028,Shani,Yosef,056-3441252
5029,Roni,Yosef,050-8373513
5030,Lior,Peretz,057-6454823
5031,Omer,Mizrahi,057-4782493
5032,Or,Mendel,050-5014926
5033,David,Harel,058-2182719
5034,Shaked,Lavi,058-4893504
5035,Noa,Oren,050-4614117
5036,Itay,Mizrahi,053-1726740
5037,Gilad,Mendel,057-7369569
5038,Hila,Friedman,051-7880452
5039,Dafna,Ben-David,058-2639682
5040,Gilad,Klein,058-8435208
5041,Dafna,Klein,053-3091377
5042,Hadar,Azulay,057-3347658
5043,Rivka,Zohar,058-2956179
5044,Yair,Klein,052-1304708
5045,Ariel,Navon,050-1383764
5046,Naama,Tzur,056-7802368
5047,Yair,Zohar,057-5126279
5048,Shira,Azulay,055-3722202
5049,Gilad,Levi,050-3990438
5050,Yair,Paz,052-4931574
5051,Liron,Eliav,058-7206212
5052,Lior,Klein,053-8303581
5053,Oren,Peretz,056-5682924
5054,David,Mendel,052-9669716
5055,Amit,Sasson,054-3845910
5056,Or,Paz,058-2865962
5057,Amit,Mizrahi,059-8668695
5058,Noga,Friedman,053-7638568
5059,Nitzan,Paz,055-1085228
5060,Erez,Friedman,051-5446917
5061,Aviv,Alon,055-7171720
5062,Yael,Katz,054-3566840
5063,Efrat,Regev,050-6598713
5064,Aviv,Lavi,059-2510176
5065,Yael,Alon,057-5994230
5066,Yarden,Yosef,059-8397542
5067,Gilad,Katz,052-7185243
5068,Daniel,Paz,058-6810727
5069,Or,Yosef,058-2197218
5070,Yosef,Klein,051-5765780
5071,Yonatan,Eliav,055-3841807
5072,Michal,Vardi,058-7530625
5073,Michal,Sasson,054-5516524
5074,Shaked,Regev,055-3624044
5075,Noa,Harel,058-9047679
5076,Liron,Oren,051-8839980
5077,Roni,Friedman,058-4677193
5078,Yonatan,Klein,058-9968409
5079,Michal,Golan,056-2067841
5080,Alon,Cohen,055-2114191
5081,Rotem,Yosef,056-2942993
5082,Efrat,Friedman,054-9344990
5083,Eden,Levi,054-5678735
5084,Liron,Peretz,058-6875914
5085,Shaked,Mendel,054-6248938
5086,Yarden,Weiss,051-6409677
5087,Eden,Alon,051-9200925
5088,Yossi,Eliav,058-8462499
5089,Yair,Lavi,058-2430646
5090,Alon,Mizrahi,058-1569042
5091,Shaked,Yosef,058-6861507
5092,Yonatan,Regev,056-1895954
5093,Erez,Ben-David,053-3267185
5094,Shani,Ben-David,059-6165958
5095,Michal,Lavi,050-3500588
5096,Alon,Tzur,051-7368475
5097,Noga,Paz,054-9225593
5098,David,Katz,056-2864292
5099,Tamar,Biton,054-1758430
5100,Gilad,Vardi,057-6459363
5101,Shlomi,Tzur,053-4363966
5102,Erez,Paz,055-2516894
5103,Noa,Alon,058-1838411
5104,Yonatan,Katz,056-9331622
5105,Noga,Biton,054-6172547
5106,Daniel,Lavi,059-4529791
5107,Liron,Lavi,055-2498076
5108,Daniel,Klein,052-8129032
5109,Naama,Paz,050-2445516
5110,Shira,Klein,053-6014605
5111,Talia,Harel,058-8981734
5112,Roni,Peretz,055-8055150
5113,Gal,Lavi,054-8863723
5114,Efrat,Tzur,053-1849063
5115,Yossi,Yosef,057-2548207
5116,Moran,Cohen,052-3739511
5117,Omer,Zohar,054-6114795
5118,Dafna,Zohar,052-4978455
5119,Yonatan,Weiss,056-5313996
5120,Gilad,Vardi,055-1026551
5121,Ariel,Klein,059-8634956
5122,Omer,Barak,050-6406955
5123,Hadar,Barak,054-3562729
5124,Gal,Levi,058-4789294
5125,Shlomi,Shalom,059-1405521
5126,Dafna,Paz,055-1270147
5127,Itay,Tzur,057-4205769
5128,Shaked,Shalom,052-4937736
5129,Shira,Sasson,051-9205363
5130,Gal,Azulay,055-4716597
5131,Shira,Katz,051-8803160
5132,Ariel,Friedman,056-8991603
5133,Shaked,Levi,050-3556941
5134,Lior,Harel,052-1733382
5135,Noa,Barak,059-4275249
5136,Roni,Harel,057-3824493
5137,Erez,Eliav,056-8429914
5138,Lior,Ben-David,052-5572564
5139,Oren,Eliav,057-9151733
5140,Eden,Paz,055-8454039
5141,Nitzan,Weiss,050-9647902
5142,Talia,Alon,055-5100295
5143,Yarden,Harel,052-7517689
5144,Lior,Regev,053-7322551
5145,Itay,Golan,051-2927147
5146,Sarit,Navon,058-2273277
5147,Nadav,Regev,051-1474587
5148,Alon,Biton,050-3897577
5149,Or,Eliav,059-4505097
5150,Aviv,Cohen,056-4744540
5151,Or,Golan,050-5646185
5152,Tamar,Golan,059-3994400
5153,Nitzan,Cohen,055-6116451
5154,Naama,Shalom,051-1489519
5155,Shira,Paz,056-3903468
5156,Gilad,Ben-David,052-5674654
5157,Ariel,Azulay,050-4575204
5158,Avi,Vardi,056-3252090
5159,Eden,Mendel,056-9509670
5160,Itay,Cohen,053-2946889
5161,Daniel,Cohen,051-5928333
5162,Aviv,Biton,053-5445772
5163,Gal,Eliav,051-6485911
5164,Gal,Alon,056-7542148
5165,Roni,Mendel,051-3612782
5166,Alon,Friedman,056-3204985
5167,Yarden,Zohar,050-9785336
5168,Shani,Friedman,056-2666422
5169,Nitzan,Mizrahi,055-5265490
5170,Moran,Eliav,059-3306338
5171,Liat,Eliav,058-3520327
5172,Noga,Barak,057-8400473
5173,Naama,Harel,055-9191582
5174,Naama,Barak,051-8782871
5175,Gilad,Barak,058-5871396
5176,Nitzan,Vardi,053-9601406
5177,Noa,Klein,050-5093824
5178,Maya,Peretz,057-7941464
5179,Or,Alon,057-2439180
5180,Maya,Harel,055-8700344
5181,Or,Yosef,059-2317786
5182,Alon,Paz,057-7721607
5183,Yael,Katz,056-1468050
5184,Avi,Yosef,053-2635129
5185,Efrat,Levi,052-4356112
5186,Gilad,Shalom,057-9486935
5187,Gilad,Mizrahi,054-9157406
5188,Nadav,Mendel,054-7275055
5189,Lior,Zohar,057-6366674
5190,Yael,Mendel,053-4258048
5191,Shaked,Mendel,057-7725435
5192,Sarit,Tzur,058-7414398
5193,Sarit,Azulay,055-5248875
5194,Shlomi,Cohen,050-9495957
5195,Oren,Biton,056-9039089
5196,Eden,Navon,059-6681366
5197,Avi,Lavi,056-5052983
5198,Omer,Regev,054-2700450
5199,Nadav,Alon,053-3608919
5200,Itay,Harel,050-1043411
5201,Aviv,Klein,052-8235599
5202,Yarden,Shalom,059-7845635
5203,Aviv,Levi,059-6846999
5204,Amit,Sasson,056-6155759
5205,Yael,Friedman,056-9507499
5206,Daniel,Ben-David,059-7947274
5207,Yael,Biton,053-5977023
5208,Shlomi,Golan,050-3902804
5209,Oren,Klein,054-4977419
5210,Naama,Yosef,059-2234160
5211,Eitan,Klein,050-8564918
5212,Yarden,Lavi,052-5044645
5213,Daniel,Harel,057-1735567
5214,Avi,Cohen,058-9459638
5215,Daniel,Lavi,054-4683916
5216,Moran,Tzur,052-5100220
5217,Yair,Vardi,052-3777737
5218,Liat,Shalom,058-8755154
5219,Nitzan,Lavi,050-1372376
5220,Avi,Vardi,057-5395333
5221,Alon,Harel,052-1406457
5222,Gilad,Ben-David,055-6403467
5223,Rivka,Oren,053-5072543
5224,Ariel,Alon,051-8443427
5225,Omer,Navon,058-9954041
5226,Tamar,Friedman,057-2342668
5227,Shira,Harel,056-1544838
5228,Yair,Biton,058-1623844
5229,Michal,Sasson,052-4759298
5230,Daniel,Barak,059-4240528
5231,Amit,Cohen,054-6723005
5232,Dafna,Levi,057-8121782
5233,Yosef,Shalom,055-9962542
5234,Moran,Levi,055-5097624
5235,Eitan,Vardi,056-7157671
5236,Shira,Mendel,056-9858032
5237,Dafna,Sasson,055-3869435
5238,Hadar,Shalom,051-3881075
5239,David,Vardi,054-4955934
5240,Michal,Golan,055-8717763
5241,Shani,Levi,055-3489155
5242,Yosef,Zohar,052-7073087
5243,Ido,Friedman,052-7917470
5244,Moran,Regev,057-7356122
5245,Yair,Mizrahi,053-6031982
5246,Rivka,Eliav,059-4768424
5247,Shira,Golan,055-3352092
5248,Aviv,Regev,054-4879718
5249,Roni,Weiss,055-3901457
5250,Alon,Friedman,055-4411297
5251,Eitan,Barak,058-7467187
5252,Noa,Levi,052-6801111
5253,Yosef,Paz,059-3965513
5254,Ido,Vardi,050-9072310
5255,Ido,Zohar,057-5997016
5256,Rotem,Peretz,054-8981648
5257,Noa,Paz,051-3244946
5258,Yael,Azulay,055-9033167
5259,Ido,Peretz,050-8146320
5260,Eitan,Tzur,050-4021997
5261,Nadav,Eliav,058-2474250
5262,Liat,Regev,050-9429975
5263,Noga,Golan,056-4780353
5264,Lior,Shalom,056-5905754
5265,Liat,Friedman,053-7318932
5266,Dafna,Golan,058-4076168
5267,Noa,Paz,054-9472965
5268,Dafna,Yosef,051-9935929
5269,Daniel,Barak,055-9520888
5270,Avi,Lavi,055-6616278
5271,Eitan,Levi,050-7145858
5272,Rotem,Vardi,051-9419827
5273,Hila,Zohar,055-7015116
5274,Noa,Oren,059-4414165
5275,Eden,Regev,053-4464846
5276,Michal,Mendel,052-9275950
5277,Erez,Oren,051-7255935
5278,Ariel,Biton,051-6423667
5279,Nitzan,Paz,059-5619582
5280,Efrat,Lavi,054-7971897
5281,Tamar,Cohen,059-7647345
5282,Hila,Mendel,050-3258852
5283,Gilad,Sasson,057-8855344
5284,Talia,Harel,054-2287958
5285,Eden,Weiss,050-1785314
5286,Itay,Navon,054-9937704
5287,Michal,Mizrahi,050-4748136
5288,Moran,Lavi,059-2319624
5289,Shlomi,Eliav,051-1443099
5290,Yosef,Shalom,057-8560336
5291,Shira,Azulay,056-7695950
5292,Lior,Zohar,059-7329529
5293,Shlomi,Shalom,053-9407909
5294,Eitan,Azulay,059-5863399
5295,Naama,Vardi,057-6471051
5296,Noga,Golan,051-7621168
5297,Itay,Eliav,059-8819788
5298,Liat,Sasson,056-8621571
5299,Yair,Cohen,053-2984209
5300,Rotem,Klein,052-6648769
5301,Gilad,Navon,056-3801028
5302,Yonatan,Klein,051-6398063
5303,Gal,Tzur,054-9785848
5304,Ido,Friedman,052-7243216
5305,Ido,Azulay,058-6781569
5306,Aviv,Golan,057-5798022
5307,Gal,Biton,054-7846428
5308,Yonatan,Cohen,057-1856969
5309,Gal,Yosef,054-1450694
5310,Shani,Barak,052-5094267
5311,Avi,Sasson,053-4525383
5312,Nadav,Shalom,050-3664596
5313,Eden,Biton,059-9864256
5314,Maya,Mendel,051-8798122
5315,Avi,Cohen,050-6844252
5316,Yosef,Oren,051-9060332
5317,Daniel,Alon,050-1054040
5318,Hadar,Cohen,052-5824349
5319,Omer,Tzur,054-7004082
5320,Hila,Alon,059-4635866
5321,Tamar,Tzur,054-8384655
5322,Gilad,Friedman,057-2574602
5323,Lior,Paz,051-1889920
5324,Sarit,Levi,050-7055033
5325,Shira,Mizrahi,050-2932757
5326,Ido,Regev,054-7619711
5327,Maya,Klein,056-8730243
5328,Nitzan,Lavi,055-7135263
5329,Roni,Cohen,055-9222822
5330,Tamar,Eliav,052-8477899
5331,Talia,Ben-David,059-2206029
5332,Dafna,Tzur,059-5186315
5333,Nadav,Mizrahi,056-8131274
5334,Noga,Sasson,057-2287062
5335,Amit,Golan,052-1288100
5336,Michal,Golan,058-1283473
5337,Aviv,Mizrahi,056-1338740
5338,Eden,Yosef,051-3462427
5339,Oren,Navon,052-6791490
5340,Hadar,Barak,059-1948074
5341,Lior,Regev,051-1457004
5342,Liat,Biton,057-6851380
5343,Itay,Golan,050-5194444
5344,Hila,Ben-David,059-3717996
5345,Talia,Vardi,055-5377301
5346,Shani,Regev,052-2434751
5347,Hila,Katz,050-3877473
5348,Roni,Shalom,054-3795994
5349,David,Regev,055-7060421
5350,Oren,Lavi,050-2784557
5351,Roni,Levi,054-9657363
5352,Yossi,Peretz,055-3349655
5353,Shaked,Lavi,052-2827104
5354,Liron,Mizrahi,050-7664390
5355,Moran,Peretz,056-4297582
5356,Efrat,Paz,058-4163743
5357,Naama,Harel,057-7951250
5358,Eitan,Azulay,052-9234072
5359,Maya,Oren,058-2543312
5360,Naama,Vardi,055-5334734
5361,Noga,Klein,053-8842156
5362,Roni,Yosef,053-2318667
5363,Naama,Barak,053-1168075
5364,Lior,Mendel,053-7510871
5365,Nitzan,Peretz,051-5337954
5366,Roni,Biton,052-4922208
5367,Yossi,Yosef,052-4209146
5368,Yarden,Zohar,056-7307025
5369,Noga,Lavi,052-7841061
5370,Avi,Barak,053-3459803
5371,Gilad,Cohen,055-6594527
5372,Amit,Peretz,057-8731079
5373,Hila,Lavi,058-5312355
5374,Yossi,Weiss,057-3535651
5375,Yarden,Friedman,058-6067100
5376,Roni,Vardi,050-4316941
5377,Omer,Mizrahi,056-5845916
5378,Michal,Navon,057-5517763
5379,Noga,Biton,051-5416891
5380,Sarit,Navon,058-2100119
5381,Daniel,Friedman,052-8821463
5382,Liat,Vardi,054-4353806
5383,Noa,Mendel,059-3353604
5384,Efrat,Zohar,058-1839479
5385,Efrat,Weiss,054-3853942
5386,Liron,Alon,052-4605782
5387,Eitan,Friedman,052-8736476
5388,Maya,Klein,057-4823159
5389,Yair,Harel,050-3742845
5390,Erez,Katz,056-9990480
5391,Maya,Harel,058-4105965
5392,Shira,Oren,051-5809074
5393,Amit,Mendel,054-1898608
5394,Alon,Friedman,052-8891567
5395,Roni,Ben-David,050-4557915
5396,Hila,Vardi,057-3438022
5397,David,Ben-David,053-5091156
5398,Alon,Zohar,051-6369428
5399,Hadar,Vardi,055-3506754
5400,Aviv,Friedman,050-1326685
5401,Hadar,Tzur,059-4229765
5402,Roni,Vardi,050-9232339
5403,Yael,Zohar,052-2233268
5404,Alon,Klein,055-7269660
5405,Shani,Golan,053-5674418
5406,Noa,Oren,058-1321114
5407,Shani,Friedman,050-2367063
5408,Hila,Oren,050-4512906
5409,David,Paz,051-2900207
5410,Naama,Klein,057-6661788
5411,Dafna,Paz,056-5435396
5412,Eitan,Regev,059-1341535
5413,Sarit,Zohar,050-2239141
5414,Eitan,Paz,057-7338728
5415,Alon,Peretz,053-1541586
5416,Alon,Friedman,053-7745603
5417,Shaked,Alon,055-1469511
5418,Tamar,Mendel,055-5189612
5419,Maya,Eliav,054-7644338
5420,Roni,Oren,059-2589292
5421,Alon,Golan,055-4300065
5422,Avi,Vardi,051-7572283
5423,Liat,Klein,053-4601149
5424,Noga,Mendel,058-5677614
5425,Roni,Mendel,056-6912829
5426,David,Yosef,055-9223584
5427,Ariel,Alon,053-5536549
5428,Eitan,Regev,051-3557618
5429,Naama,Weiss,055-9592461
5430,David,Friedman,055-5211160
5431,Yosef,Shalom,053-2911070
5432,Lior,Biton,051-6761369
5433,Efrat,Vardi,057-9027556
5434,Ariel,Barak,059-3409979
5435,Lior,Paz,055-7275529
5436,Eden,Katz,052-4615314
5437,Avi,Biton,051-5394037
5438,Shani,Levi,052-9811525
5439,Avi,Cohen,051-1764167
5440,Amit,Levi,053-5390730
5441,Ariel,Klein,059-1714116
5442,Ido,Tzur,051-3904174
5443,Nitzan,Mendel,051-5683728
5444,Shira,Golan,055-8051140
5445,Alon,Friedman,052-6365514
5446,Talia,Navon,058-4564205
5447,Shaked,Ben-David,053-6210699
5448,Itay,Zohar,057-6629937
5449,Omer,Levi,058-9472286
5450,Tamar,Sasson,053-9665911
5451,Aviv,Barak,057-2964906
5452,Moran,Paz,054-8645621
5453,Roni,Yosef,053-4596004
5454,Shani,Biton,059-1421003
5455,Tamar,Peretz,051-5660635
5456,Noga,Mizrahi,057-3066351
5457,Aviv,Mendel,050-5280580
5458,Eitan,Lavi,050-9805629
5459,Maya,Zohar,055-9922009
5460,Eitan,Mizrahi,050-7584636
5461,Nitzan,Zohar,051-6270801
5462,Yarden,Harel,053-6773450
5463,Yair,Katz,050-3365296
5464,Naama,Alon,050-3993743
5465,Noga,Harel,054-2354235
5466,Or,Katz,050-1909354
5467,Rivka,Azulay,052-3945453
5468,Ariel,Biton,059-1868171
5469,Shaked,Mizrahi,051-5800418
5470,Shira,Zohar,056-1049545
5471,Dafna,Azulay,057-4962038
5472,Efrat,Eliav,050-6732832
5473,Noa,Katz,054-1475643
5474,Omer,Alon,058-1588971
5475,Liron,Peretz,051-5222731
5476,Aviv,Alon,051-6395997
5477,Rotem,Biton,055-5898953
5478,Nadav,Ben-David,051-6150624
5479,Itay,Klein,055-7701222
5480,Maya,Yosef,052-3044134
5481,Hadar,Harel,050-3401363
5482,Michal,Lavi,052-6839207
5483,Ido,Regev,051-4973465
5484,Talia,Levi,057-2353230
5485,Shlomi,Levi,058-6875593
5486,Erez,Oren,055-2662593
5487,Shira,Levi,059-5566717
5488,Alon,Cohen,058-5409069
5489,Eden,Shalom,059-4443362
5490,Shira,Alon,050-3403730
5491,Eitan,Lavi,056-7304497
5492,Shlomi,Zohar,053-8152588
5493,Amit,Mizrahi,059-5176973
5494,Maya,Regev,050-9537147
5495,Ariel,Klein,050-7473064
5496,Yarden,Golan,051-6014128
5497,Shlomi,Weiss,051-5796355
5498,Ariel,Azulay,051-6847629
5499,Or,Vardi,058-8514934
5500,Roni,Alon,051-3381526
5501,Nadav,Zohar,055-3835457
5502,Moran,Biton,052-6261497
5503,Yair,Levi,051-2715836
5504,Gal,Klein,052-5137934
5505,Roni,Golan,055-7388951
5506,Gilad,Sasson,057-2931319
5507,Liron,Paz,053-9651743
5508,Sarit,Vardi,057-8413587
5509,Maya,Vardi,058-1599266
5510,Roni,Ben-David,051-8110122
5511,Shlomi,Zohar,051-2497071
5512,Amit,Friedman,053-5755902
5513,Yonatan,Ben-David,051-5909298
5514,Yossi,Mendel,057-8087412
5515,Lior,Sasson,051-9890740
5516,Liron,Shalom,055-2884763
5517,Erez,Vardi,058-7518836
5518,Amit,Lavi,059-9130663
5519,Ariel,Yosef,057-7544461
5520,Rotem,Biton,054-4821406
5521,Gilad,Ben-David,055-5924445
5522,Michal,Harel,056-1058758
5523,Yarden,Yosef,055-6795078
5524,Liron,Azulay,055-9830013
5525,Shaked,Klein,056-8411849
5526,Yosef,Mendel,056-5571792
5527,Alon,Alon,052-8550221
5528,Nitzan,Shalom,050-2460770
5529,Efrat,Vardi,058-3404956
5530,Eden,Mendel,054-8536192
5531,Talia,Regev,050-2795994
5532,Maya,Zohar,058-3448801
5533,Rivka,Azulay,053-3085770
5534,Yair,Mizrahi,052-8343825
5535,Noga,Zohar,055-8969125
5536,Lior,Biton,053-8173919
5537,Naama,Weiss,050-3064635
5538,Amit,Golan,055-5960291
5539,David,Lavi,052-6213877
5540,Tamar,Shalom,052-3742251
5541,Hila,Lavi,056-7238326
5542,Lior,Harel,051-9483897
5543,Ido,Alon,052-7351362
5544,Shira,Oren,058-9786817
5545,Noga,Tzur,051-6952029
5546,Michal,Lavi,059-4484600
5547,Maya,Vardi,050-4254394
5548,Efrat,Paz,058-3807383
5549,Shani,Harel,052-3471088
5550,Shira,Biton,057-9341619
5551,Hila,Golan,050-8818075
5552,Amit,Harel,054-4555439
5553,Or,Navon,054-9656604
5554,Yonatan,Weiss,058-1251223
5555,Gilad,Golan,059-1968379
5556,Yarden,Shalom,057-6318790
5557,Dafna,Shalom,055-1923321
5558,Oren,Tzur,051-5185046
5559,Yosef,Navon,057-7530626
5560,Shani,Azulay,056-3685434
5561,Yarden,Sasson,057-6773531
5562,Yarden,Friedman,050-6688438
5563,Avi,Regev,053-6756511
5564,Eden,Harel,051-6991633
5565,Rivka,Mizrahi,059-4193770
5566,Avi,Harel,055-5471155
5567,Tamar,Sasson,053-9329625
5568,Yarden,Weiss,052-2868949
5569,Ido,Paz,054-9855469
5570,Eden,Biton,056-5024852
5571,Noga,Harel,056-2525061
5572,Gilad,Biton,058-4726121
5573,Erez,Friedman,059-2052905
5574,Erez,Oren,054-9704316
5575,Lior,Lavi,055-5962190
5576,Noa,Levi,057-2287749
5577,Eden,Weiss,059-5060499
5578,Noga,Barak,059-2275749
5579,Moran,Shalom,055-6326459
5580,Shlomi,Oren,058-9767144
5581,Gal,Mizrahi,052-7538791
5582,Hadar,Azulay,053-7022157
5583,Hadar,Navon,052-8001383
5584,Ido,Mendel,054-3128684
5585,Dafna,Klein,052-9339046
5586,Or,Zohar,056-3381648
5587,Noa,Oren,058-7299606
5588,Maya,Klein,051-5769434
5589,Omer,Biton,055-5848151
5590,Yarden,Mendel,050-4354306
5591,Oren,Vardi,059-1693868
5592,Oren,Ben-David,054-2698364
5593,Rivka,Mendel,059-1251911
5594,Gal,Regev,059-3532010
5595,Shira,Azulay,052-2906552
5596,Avi,Biton,056-2049314
5597,Liron,Levi,054-7489649
5598,Dafna,Mizrahi,053-1579480
5599,Rivka,Lavi,056-2486786
5600,Yarden,Oren,054-4697963
5601,Daniel,Navon,051-4940618
5602,Aviv,Azulay,052-5790079
5603,Daniel,Peretz,054-9421734
5604,Avi,Lavi,052-8868671
5605,Shlomi,Mendel,055-6609676
5606,Shira,Azulay,051-9374259
5607,Eitan,Golan,054-5113448
5608,Eitan,Barak,055-5081096
5609,Sarit,Sasson,055-6225084
5610,Yossi,Sasson,053-1552602
5611,Hila,Regev,052-6905741
5612,Shira,Peretz,055-3901124
5613,Ido,Paz,055-2149071
5614,Maya,Azulay,056-6241928
5615,Gilad,Klein,057-5299493
5616,Naama,Paz,058-6561173
5617,Roni,Sasson,055-4043947
5618,Yossi,Mendel,056-4978527
5619,Shira,Peretz,052-2183091
5620,Yonatan,Navon,052-3837311
5621,Moran,Cohen,059-6691439
